,university,career,inscription_date,name,gender,nacimiento,location,email
1726,universidad tecnológica nacional,ingeniería en informática,2021/01/13,dana thomas,f,1971/10/21,valle de las leñas,stephen32@yahoo.com
1727,universidad tecnológica nacional,ciencias veterinarias,2020/10/29,ms. jill li md,f,1911/08/09,comandante nicanor otamendi,vwood@yahoo.com
1728,universidad tecnológica nacional,licenciatura en musicoterapia,2021/01/17,chase reed,m,1980/07/31,guillermo e hudson,wtyler@gmail.com
1729,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/03,michael smith,m,1979/02/20,costa del este,davisandrea@yahoo.com
1730,universidad tecnológica nacional,ingeniería mecánica,2020/11/21,bruce colon,m,1997/02/19,arteaga,ijoseph@yahoo.com
1731,universidad tecnológica nacional,diseño industrial,2021/01/10,valerie garcia,f,1956/12/15,san isidro,linda96@gmail.com
1732,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/25,joseph carroll,m,1991/12/12,albardon,ctaylor@yahoo.com
1733,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/10/21,james simpson,m,1928/06/25,almirante solier,mfigueroa@hotmail.com
1734,universidad tecnológica nacional,bioquímica,2020/10/02,ashley salas,f,2011/07/03,cura malal,michelle25@yahoo.com
1735,universidad tecnológica nacional,bioquímica,2020/12/01,russell houston,m,1949/09/05,colonia cello,maryadams@yahoo.com
1736,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/22,derrick thornton,m,1959/10/01,abramo,tmcgee@yahoo.com
1737,universidad tecnológica nacional,licenciatura en sociología ,2021/01/13,cindy chavez,f,1963/05/11,buena nueva,krystal92@gmail.com
1738,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/23,eric shields,m,1930/11/26,colonia morgan,qknight@hotmail.com
1739,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/23,michael curtis,m,1967/04/24,d orbigny,emilywatson@yahoo.com
1740,universidad tecnológica nacional,licenciatura en sociología ,2020/09/10,shannon thomas,f,2014/07/19,arroyo de la ventana,sean51@yahoo.com
1741,universidad tecnológica nacional,actuario ,2020/09/10,james willis,m,1923/06/20,asuncion maria,pgriffin@yahoo.com
1742,universidad tecnológica nacional,licenciatura en psicología,2020/12/28,robert jones,m,1956/10/15,capdepont,xmcdonald@hotmail.com
1743,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/28,michael medina,m,1996/09/08,ricardo rojas,lawrencestacy@gmail.com
1744,universidad tecnológica nacional,ciencias veterinarias,2021/01/01,thomas johnson,m,1913/11/21,florida,luistucker@hotmail.com
1745,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/11,james stevens,m,1937/02/21,el jupiter,jennifer78@yahoo.com
1746,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/03,derek johnson,m,2005/02/24,6 de septiembre,tammy55@yahoo.com
1747,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/10/31,allison stone,f,1979/10/23,el carmen,hendersonkathleen@gmail.com
1748,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/28,holly baker,f,1938/08/23,8 de diciembre,logantracy@hotmail.com
1749,universidad tecnológica nacional,licenciatura en artes,2021/01/28,carla atkinson,f,1945/02/26,campo monte la viruela,tbryan@hotmail.com
1750,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/20,jose nguyen,m,1994/02/03,acassuso,brianwright@yahoo.com
1751,universidad tecnológica nacional,farmacia,2020/12/09,james schneider,m,1991/06/27,campo clucellas,carl14@gmail.com
1752,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021/01/23,darrell shepherd,m,1952/06/14,escuela agricola don bosco,gmurillo@yahoo.com
1753,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/14,megan williams,f,1992/10/16,edmundo perkins,zachary72@yahoo.com
1754,universidad tecnológica nacional,ciencias veterinarias,2020/12/23,christine washington,f,1935/10/13,adolfo gonzales chaves,david65@hotmail.com
1755,universidad tecnológica nacional,bioquímica,2020/10/15,crystal brewer,f,1929/02/13,bajo la cancha,tmora@hotmail.com
1756,universidad tecnológica nacional,licenciatura en sociología ,2020/11/23,victoria smith,f,1988/07/28,los cardos,keith53@hotmail.com
1757,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/07,rachel horn,f,2003/01/05,arroyo molino,jason15@yahoo.com
1758,universidad tecnológica nacional,agronomía,2020/09/05,rebekah hansen,f,1964/08/27,avena,thawkins@gmail.com
1759,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/21,omar ballard,m,1989/02/02,caa yari,rmiller@gmail.com
1760,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/03,steven bautista,m,2015/09/12,agua de los manantiales,beckyalvarez@yahoo.com
1761,universidad tecnológica nacional,ingeniería electrónica,2020/10/08,michael martinez,m,2002/04/16,francisco berra,laurie62@yahoo.com
1762,universidad tecnológica nacional,licenciatura en musicoterapia,2021/01/13,ashley jordan,f,1992/08/10,13 de enero,zwhite@yahoo.com
1763,universidad tecnológica nacional,farmacia,2020/09/15,elizabeth nichols,f,1974/07/12,cazon,glove@hotmail.com
1764,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/29,christian gibson,m,1926/01/17,alto verde,carrchristina@gmail.com
1765,universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/21,james butler,m,1947/02/27,bocayuba,robertsjohn@hotmail.com
1766,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/11/15,joe noble,m,1966/01/27,general guido,patricia49@gmail.com
1767,universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/08,ashley ruiz,f,1954/03/21,alberto gerchunoff,tony08@gmail.com
1768,universidad tecnológica nacional,actuario ,2020/09/25,tony burton,m,1943/05/20,base naval rio santiago,zsmith@yahoo.com
1769,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/29,raymond horn,m,1979/02/09,arenoso,hpitts@yahoo.com
1770,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/21,jason phillips,m,2019/11/02,cholila,dixondaniel@yahoo.com
1771,universidad tecnológica nacional,ingeniería electrónica,2021/01/15,morgan gonzales,f,2011/01/27,catua,hatfieldmackenzie@gmail.com
1772,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/20,susan hoover,f,1992/10/13,caleufu,johnsonvanessa@yahoo.com
1773,universidad tecnológica nacional,ciencias veterinarias,2020/11/03,sara webb,f,1940/07/19,laguna del barro,timothymurphy@yahoo.com
1774,universidad tecnológica nacional,licenciatura en sociología ,2020/11/12,ryan watson,m,1990/03/08,cushamen,juliajones@yahoo.com
1775,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/17,briana vasquez,f,1981/12/18,sey,brianamcfarland@gmail.com
1776,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/15,daniel allen,m,1952/06/05,el pampero,arosario@gmail.com
1777,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/11/25,bruce mcdonald,m,2009/04/13,alto las lechuzas,willieblake@hotmail.com
1778,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/30,gina fisher,f,1951/12/24,alpasinche,pbarnes@yahoo.com
1779,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/10,angela jenkins,f,1947/11/27,barrio emir ramon juarez,leejames@hotmail.com
1780,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/11/22,karen andrews,f,1938/11/18,arroyo urquiza,mason79@gmail.com
1781,universidad tecnológica nacional,farmacia,2020/09/07,maria mcgrath,f,2000/01/13,barrio el molino,aevans@gmail.com
1782,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/11/17,elizabeth benjamin,f,2011/01/17,banderalo,marc41@yahoo.com
1783,universidad tecnológica nacional,licenciatura en psicología,2020/11/20,zachary ball,m,2000/10/07,colonia los lapachos,xrogers@gmail.com
1784,universidad tecnológica nacional,licenciatura en ciencia política ,2020/09/07,angela clark,f,1919/06/13,chilecito,brandonwaller@hotmail.com
1785,universidad tecnológica nacional,ingeniería en informática,2021/01/21,joseph peterson,m,1976/02/10,isla,hrichardson@yahoo.com
1786,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/09/05,julia rocha,f,1980/01/10,cañadon botello,josephweiss@hotmail.com
1787,universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/26,leslie garcia,f,1914/03/29,cinco saltos,kristinbrown@yahoo.com
1788,universidad tecnológica nacional,medicina,2020/09/25,natalie johnson,f,1928/10/15,el sombrerito,maria40@gmail.com
1789,universidad tecnológica nacional,licenciatura en psicología,2020/12/04,anthony lee,m,1950/10/09,avellaneda,swalters@yahoo.com
1790,universidad tecnológica nacional,ingeniería en informática,2020/10/31,alexis odonnell,f,1947/03/16,el retiro,sarah14@gmail.com
1791,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/21,nathan williams,m,2014/05/22,catinzaco,angela69@gmail.com
1792,universidad tecnológica nacional,arquitectura,2020/11/05,michael hayes,m,2016/06/26,costa del este,tylerharris@yahoo.com
1793,universidad tecnológica nacional,ingeniería en informática,2020/12/03,elizabeth woods,f,1959/09/07,alto del saladillo,jharris@hotmail.com
1794,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/01,nichole morton,f,1950/10/15,allen,edwardmann@yahoo.com
1795,universidad tecnológica nacional,farmacia,2020/12/03,mackenzie hooper,f,1930/09/23,arbuco,gmartinez@gmail.com
1796,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/24,daniel lewis,m,1913/03/10,alto del molle,kevinjackson@yahoo.com
1797,universidad tecnológica nacional,técnico para bioterios ,2020/11/11,david smith,m,1921/11/10,campo redondo,zlivingston@hotmail.com
1798,universidad tecnológica nacional,licenciatura en psicología,2020/09/03,tonya brown,f,1992/12/26,campo ubajo,mwhite@yahoo.com
1799,universidad tecnológica nacional,actuario ,2021/01/19,steven porter,m,1953/03/30,barrancon,johnathan35@yahoo.com
1800,universidad tecnológica nacional,ingeniería electrónica,2020/09/28,leonard perez,m,1917/05/28,banda de lucero,clayton45@yahoo.com
1801,universidad tecnológica nacional,actuario ,2021/01/24,edward wilson,m,1945/12/24,adrian maturano,fordwilliam@yahoo.com
1802,universidad tecnológica nacional,licenciatura en sociología ,2020/12/17,todd watson,m,1955/07/06,indacochea,daniel10@gmail.com
1803,universidad tecnológica nacional,diseño de imagen y sonido,2020/12/04,john patterson,m,1954/01/29,barrio la luisa,perezlori@gmail.com
1804,universidad tecnológica nacional,licenciatura en sociología ,2020/12/30,seth hamilton,m,1985/05/26,base aeronaval punta indio,katie65@gmail.com
1805,universidad tecnológica nacional,ingeniería en informática,2021/01/30,kristin shelton,f,1925/04/02,alberto flores,amandashaw@hotmail.com
1806,universidad tecnológica nacional,ciencias veterinarias,2020/11/25,jordan scott,m,1987/07/29,antonio tomas,hernandezjacob@hotmail.com
1807,universidad tecnológica nacional,medicina,2020/11/30,jeffrey gilbert,m,1976/03/07,calera,destiny16@yahoo.com
1808,universidad tecnológica nacional,ingeniería en informática,2020/10/10,anthony walker,m,1965/08/19,costa del rio azul,rosskaitlyn@hotmail.com
1809,universidad tecnológica nacional,farmacia,2020/12/06,jennifer wise,f,1937/10/12,isla tigre,david11@gmail.com
1810,universidad tecnológica nacional,bioquímica,2020/12/19,caleb taylor,m,1948/05/23,chivilcoy,gibsontracy@yahoo.com
1811,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/12/15,tracy salinas,f,1951/03/26,merlo,barry18@yahoo.com
1812,universidad tecnológica nacional,medicina,2020/10/21,paul wright,m,1956/05/04,coraceros,sharonhawkins@gmail.com
1813,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/06,william webb,m,1998/03/09,abra pampa,knightbrandon@yahoo.com
1814,universidad tecnológica nacional,ciencias veterinarias,2021/01/19,donna walsh,f,1964/09/30,aguara cua,sdodson@hotmail.com
1815,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/11/05,kenneth cooper,m,1952/11/04,bañadito viejo,kayla18@hotmail.com
1816,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/30,bryan davis,m,1911/08/31,coronel charlone,trevorolson@hotmail.com
1817,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/10/18,austin molina,m,1988/12/31,guillermo e hudson,atkinsreginald@hotmail.com
1818,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/15,gordon moss,m,1977/11/04,balneario oceano,ebruce@gmail.com
1819,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/09/06,jerome herrera,m,1930/09/03,burzaco,caroline09@hotmail.com
1820,universidad tecnológica nacional,diseño industrial,2020/10/22,joseph wyatt dds,m,2016/01/21,candelaria,nicolelittle@hotmail.com
1821,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/16,kevin floyd,m,2005/12/07,sancti spiritu,williamshaffer@gmail.com
1822,universidad tecnológica nacional,arquitectura,2021/01/21,brandon smith,m,1923/05/27,alabama,amyvargas@yahoo.com
1823,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/10/02,jesse walker,m,2009/03/26,villa numancia,zhickman@hotmail.com
1824,universidad tecnológica nacional,actuario ,2020/09/08,kimberly baker,f,1984/08/25,el talar,thomas70@hotmail.com
1825,universidad tecnológica nacional,diseño de imagen y sonido,2020/11/05,caroline morris,f,1944/04/23,cañada,greenmark@hotmail.com
1826,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/06,desiree acevedo,f,1942/09/23,la blanqueada,johnsonrebecca@yahoo.com
1827,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/20,tony rivera,m,1942/05/23,colonia rivas,griffinthomas@gmail.com
1828,universidad tecnológica nacional,contador público ,2020/12/07,rita mcdonald,f,1943/01/28,barrio trocha,sanderskelly@hotmail.com
1829,universidad tecnológica nacional,técnico para bioterios ,2020/09/20,linda dawson,f,2005/07/20,capitan solari,joshuathomas@yahoo.com
1830,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021/01/16,emily rivera,f,1989/03/07,muñiz,jonesmichael@yahoo.com
1831,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/19,amber bell,f,1924/12/13,costa bonita balneario,melanie00@yahoo.com
1832,universidad tecnológica nacional,licenciatura en sociología ,2021/01/10,eric martinez,m,1915/04/01,alvaro barros,patriciagraves@yahoo.com
1833,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/18,evan gonzales,m,1998/04/13,bocas,qwelch@hotmail.com
1834,universidad tecnológica nacional,bioquímica,2020/09/25,donna richardson,f,1929/01/11,pellegrini,joneschad@hotmail.com
1835,universidad tecnológica nacional,diseño de imagen y sonido,2020/10/10,cindy wolf,f,1929/07/28,barrio villa adela,cobrien@hotmail.com
1836,universidad tecnológica nacional,licenciatura en ciencia política ,2020/12/31,austin alexander,m,1920/04/19,campo coubert,paul57@hotmail.com
1837,universidad tecnológica nacional,ingeniería en informática,2020/10/20,tommy kramer,m,1952/10/19,el brete,omarboyd@gmail.com
1838,universidad tecnológica nacional,licenciatura en psicología,2020/11/06,andrew mendez,m,2007/01/08,trujui,karen03@hotmail.com
1839,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/08,carly russell,f,1975/07/01,colonia ensanche sauce,lawsonstephen@yahoo.com
