,university,career,inscription_date,nombre,sexo,birth_date,location,email
1700,universidad nacional de jujuy,ingeniería mecánica,2021/01/18,donna fox,f,1909/09/28,arroyo de la cruz,jparker@hotmail.com
1701,universidad nacional de jujuy,contador público ,2021/01/18,daniel davis,m,1969/03/05,coronel charlone,davidholt@yahoo.com
1702,universidad nacional de jujuy,contador público ,2021/01/18,matthew perry,m,1944/07/18,calera argentina,julia71@yahoo.com
1703,universidad nacional de jujuy,contador público ,2021/01/18,debra wright,f,1949/12/06,anguil,davidruiz@gmail.com
1704,universidad nacional de jujuy,licenciatura en sociología ,2021/01/18,todd klein,m,1918/08/12,bahia creek,melissahamilton@gmail.com
1705,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021/01/18,steven spence,m,1952/08/08,aguada guzman,zchapman@gmail.com
1706,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/18,andrea holmes,f,1973/06/23,carandaiti,gonzalesbetty@gmail.com
1707,universidad nacional de jujuy,licenciatura en sociología ,2021/01/18,craig white,m,2001/11/15,barrio la union,tyler62@yahoo.com
1708,universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/18,james brown,m,1980/12/10,arminda,cohendaniel@hotmail.com
1709,universidad nacional de jujuy,licenciatura en artes,2021/01/18,kelly martinez,f,1977/03/22,asturias,donhughes@gmail.com
1710,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2021/01/18,daryl moyer,m,1936/01/03,colonia los sauces,tpacheco@yahoo.com
1711,universidad nacional de jujuy,farmacia,2021/01/18,roger jones,m,1944/12/25,hospital necochea,farmerdavid@yahoo.com
1712,universidad nacional de jujuy,licenciatura en musicoterapia,2021/01/18,mr. michael diaz,m,1980/07/24,cabi monda,andreamalone@yahoo.com
1713,universidad nacional de jujuy,contador público ,2021/01/18,jessica webb dvm,f,1998/08/06,temperley,dylan81@gmail.com
1714,universidad nacional de jujuy,ingeniería mecánica,2021/01/18,zachary johnson,m,1948/03/29,zona delta tigre,ehowell@hotmail.com
1715,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/19,michael abbott,m,1954/09/24,campo de talamayo,smithbrittany@gmail.com
1716,universidad nacional de jujuy,arquitectura,2021/01/19,jerry ewing,m,1956/05/09,arroyo castillo,sarahfrazier@yahoo.com
1717,universidad nacional de jujuy,agronomía,2021/01/19,michael robbins,m,1924/11/22,el tropezon,lmartinez@yahoo.com
1718,universidad nacional de jujuy,farmacia,2021/01/19,meghan acevedo,f,1925/05/21,carro quemado,sreyes@yahoo.com
1719,universidad nacional de jujuy,diseño de imagen y sonido,2021/01/19,jorge miller,m,1996/10/18,colonia la blanquita,sherri64@hotmail.com
1720,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021/01/19,christian simmons,m,1982/05/15,cañada de gomez,rbass@yahoo.com
1721,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/19,stephanie jones,f,1953/08/10,hale,gonzalezbrandon@yahoo.com
1722,universidad nacional de jujuy,ingeniería electrónica,2021/01/19,scott hernandez,m,1992/01/31,alisos  de abajo,benjaminmartinez@hotmail.com
1723,universidad nacional de jujuy,licenciatura en psicología,2021/01/19,sandy rowe,f,2017/07/15,arroyo de la ventana,joshuarose@gmail.com
1724,universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/19,daniel woods,m,1986/04/16,dina huapi,zdean@hotmail.com
1725,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/19,tyler wise,m,1996/03/21,acassuso,nlynch@gmail.com
1726,universidad nacional de jujuy,bioquímica,2021/01/20,benjamin mccoy,m,1932/11/15,cupiles,xpearson@yahoo.com
1727,universidad nacional de jujuy,ingeniería mecánica,2021/01/20,wesley guerra,m,1941/04/25,ricardone,amartinez@gmail.com
1728,universidad nacional de jujuy,agronomía,2021/01/20,tiffany johnson,f,1979/01/06,el brete,swinters@hotmail.com
1729,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/20,ryan castro,m,1949/03/09,caimancito,christophervillanueva@gmail.com
1730,universidad nacional de jujuy,licenciatura en terapia ocupacional,2021/01/20,jennifer thomas,f,2015/08/31,arroyo claro,briangarcia@hotmail.com
1731,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/20,trevor ingram,m,1991/03/18,campo cicare,nancyhiggins@yahoo.com
1732,universidad nacional de jujuy,licenciatura en sociología ,2021/01/20,mary howe,f,1955/09/21,cañadon del corral,davidtorres@hotmail.com
1733,universidad nacional de jujuy,licenciatura en psicología,2021/01/20,joseph rivera,m,1906/12/12,caleufu,kevinrose@hotmail.com
1734,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/20,daniel stephens,m,1907/12/26,aguada de la peña,nelsonsarah@yahoo.com
1735,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/20,james knapp md,m,1930/10/21,cacui,vjohnson@gmail.com
1736,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021/01/20,thomas mendoza,m,1967/08/10,guillermo e hudson,barajaskevin@gmail.com
1737,universidad nacional de jujuy,diseño industrial,2021/01/20,tina bass,f,1988/11/13,de la canal,gomezjeremy@hotmail.com
1738,universidad nacional de jujuy,bioquímica,2021/01/20,shannon howard,f,1906/09/03,castilla,gregoryreed@gmail.com
1739,universidad nacional de jujuy,medicina,2021/01/20,ashley ramos,f,2011/10/06,agua botada,myerslinda@yahoo.com
1740,universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/20,timothy thompson,m,1993/06/19,cañadon botello,patrick25@gmail.com
1741,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021/01/20,kimberly rodriguez,f,2011/02/03,pozo navagan,willischristine@gmail.com
1742,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021/01/20,kristen phillips,f,1927/12/08,abalo,fsparks@gmail.com
1743,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/20,rachel calderon,f,1948/03/05,destileria fiscal,thomas86@gmail.com
1744,universidad nacional de jujuy,ciencias veterinarias,2021/01/21,marcus santana,m,1925/12/29,bahia creek,donna28@hotmail.com
1745,universidad nacional de jujuy,contador público ,2021/01/21,john williams,m,1935/01/26,capayan,rachelgreene@hotmail.com
1746,universidad nacional de jujuy,medicina,2021/01/21,david leblanc,m,1939/12/22,agua los matos,vickierose@yahoo.com
1747,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/21,martin simmons,m,2016/09/20,el alto,jasonreid@hotmail.com
1748,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/21,miss donna snyder,f,2007/11/04,lomas del mirador,michael42@yahoo.com
1749,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/21,shawn bautista,m,1994/08/09,adolfo rodriguez saa,samantha97@yahoo.com
1750,universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/21,jerome anderson,m,1941/06/28,america unida,kellerkiara@yahoo.com
1751,universidad nacional de jujuy,licenciatura en ciencias biológicas,2021/01/21,troy hill,m,1932/02/23,abra,tara05@yahoo.com
1752,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021/01/21,heidi anderson,f,1963/02/24,12 de agosto,lisareeves@hotmail.com
1753,universidad nacional de jujuy,arquitectura,2021/01/21,jordan schultz,m,2011/04/03,colonia rusa,hamiltonedward@gmail.com
1754,universidad nacional de jujuy,farmacia,2021/01/21,caitlin ferguson,f,1936/01/22,cacique ariacaiquin,brownlaura@hotmail.com
1755,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/21,jeffrey williams,m,1991/05/08,indio rico,anthony20@yahoo.com
1756,universidad nacional de jujuy,actuario ,2021/01/21,caitlin baker,f,1935/08/19,centro comunitario cnia nue,arthur69@yahoo.com
1757,universidad nacional de jujuy,diseño de imagen y sonido,2021/01/21,hannah cole,f,1964/03/12,campo moises seccion 1a,amyanderson@yahoo.com
1758,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/21,matthew barnett,m,1948/02/26,aguada de las tejas,olee@hotmail.com
1759,universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/21,miguel bishop,m,2004/04/26,amilgancho,scott25@gmail.com
1760,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/22,christopher ross,m,1981/04/30,labarden,danielle80@gmail.com
1761,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/22,roy crawford,m,1962/08/08,florencio varela,andersonrachel@yahoo.com
1762,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021/01/22,kimberly wilson,f,1949/04/25,aguada,jordanandrew@yahoo.com
1763,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/22,greg parker,m,1936/09/29,alvaro barros,gburch@hotmail.com
1764,universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/22,daniel keith,m,1953/10/22,faro querandi,johnsontiffany@gmail.com
1765,universidad nacional de jujuy,licenciatura en sociología ,2021/01/22,christian dominguez,m,1906/07/27,campo monte la viruela,pattersoncorey@gmail.com
1766,universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/22,katelyn ball,f,1956/05/12,abra de hinojo,erikmelton@hotmail.com
1767,universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/22,kevin graham,m,1919/04/26,arequito,plucas@gmail.com
1768,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021/01/22,james ruiz,m,1994/11/01,aceilan,jrose@yahoo.com
1769,universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/22,april williams,f,1943/09/24,chichagasta,lrogers@hotmail.com
1770,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021/01/22,bryan mann,m,1906/07/28,fortin chaco,dmurray@gmail.com
1771,universidad nacional de jujuy,licenciatura en ciencias biológicas,2021/01/23,kimberly werner,f,1982/04/17,banfield,matthewcook@yahoo.com
1772,universidad nacional de jujuy,bioquímica,2021/01/23,denise acevedo,f,1940/10/12,general conesa,padillalisa@gmail.com
1773,universidad nacional de jujuy,licenciatura en psicología,2021/01/23,benjamin murphy,m,2008/03/05,albigasta,ronald40@hotmail.com
1774,universidad nacional de jujuy,diseño de imagen y sonido,2021/01/23,seth oliver,m,1975/02/02,labarden,zacharyhaynes@hotmail.com
1775,universidad nacional de jujuy,bioquímica,2021/01/23,andrea lewis md,f,1950/10/06,barrio indio trompa,hunter30@hotmail.com
1776,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021/01/23,charles turner,m,2008/08/23,el gualicho,dsmith@hotmail.com
1777,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/23,travis stafford,m,1967/10/01,campo de los andes,diaztyler@hotmail.com
1778,universidad nacional de jujuy,contador público ,2021/01/23,brandon wright,m,2004/11/14,el peregrino,vjackson@yahoo.com
1779,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021/01/23,katrina long,f,1954/09/21,bella vista,carrie74@gmail.com
1780,universidad nacional de jujuy,licenciatura en artes,2021/01/23,michael lewis,m,1918/07/08,cascada,gjones@hotmail.com
1781,universidad nacional de jujuy,contador público ,2021/01/23,curtis stone,m,1995/01/24,colonia el aguara,fletcherjoseph@gmail.com
1782,universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/24,brandon carter,m,1959/04/30,aguada guzman,harrissteven@gmail.com
1783,universidad nacional de jujuy,licenciatura en terapia ocupacional,2021/01/24,timothy clark,m,1996/05/10,agua negra,kimberlywright@gmail.com
1784,universidad nacional de jujuy,ciencias veterinarias,2021/01/24,sara wright,f,1937/06/12,la chinaca,amarsh@hotmail.com
1785,universidad nacional de jujuy,licenciatura en administración ,2021/01/24,glenn rich,m,1999/12/06,claypole,curryangela@gmail.com
1786,universidad nacional de jujuy,ingeniería en informática,2021/01/24,dr. amber craig,f,1919/11/17,colonia bombal y tabanera,chelsea52@yahoo.com
1787,universidad nacional de jujuy,licenciatura en administración ,2021/01/24,scott marshall,m,1913/09/11,arroyo corralito,eric02@hotmail.com
1788,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/24,levi mason,m,2006/02/22,kilometro 208,danielsjames@gmail.com
1789,universidad nacional de jujuy,agronomía,2021/01/24,eric king,m,1925/06/08,estacion la rinconada,schroedervanessa@yahoo.com
1790,universidad nacional de jujuy,licenciatura en terapia ocupacional,2021/01/24,wayne robertson,m,1963/12/20,alto nuestra señora del valle,huntchristopher@yahoo.com
1791,universidad nacional de jujuy,actuario ,2021/01/24,manuel booth,m,1947/10/04,hurlingham,lindsey79@gmail.com
1792,universidad nacional de jujuy,licenciatura en musicoterapia,2021/01/24,juan hicks,m,1955/12/31,cabi monda,gibsoncheryl@yahoo.com
1793,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/24,kathleen garcia,f,1925/01/03,agua colorada,cynthiachurch@yahoo.com
1794,universidad nacional de jujuy,licenciatura en musicoterapia,2021/01/24,deanna edwards,f,1915/10/06,campo huber,pwilson@gmail.com
1795,universidad nacional de jujuy,medicina,2021/01/25,peter phillips,m,1952/06/05,chacabuco,michelle32@hotmail.com
1796,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/25,joel wilson,m,2012/05/14,villa sauce,williamsregina@yahoo.com
1797,universidad nacional de jujuy,ingeniería electrónica,2021/01/25,kristin jackson,f,1971/04/01,cevil grande,sarabell@gmail.com
1798,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2021/01/25,emily johnson,f,1969/12/24,20 de febrero,wjones@gmail.com
1799,universidad nacional de jujuy,ingeniería en informática,2021/01/25,sara boyle,f,1917/10/05,buena esperanza,manuellarson@gmail.com
1800,universidad nacional de jujuy,medicina,2021/01/26,marcus hernandez,m,1956/12/15,desvio boero,sbrown@gmail.com
1801,universidad nacional de jujuy,licenciatura en administración ,2021/01/26,leah hopkins,f,1975/09/01,arroyo santa maria,ohenson@gmail.com
1802,universidad nacional de jujuy,licenciatura en psicología,2021/01/26,kathleen melton,f,1969/08/01,adela,ksmith@hotmail.com
1803,universidad nacional de jujuy,licenciatura en psicología,2021/01/26,marie english,f,2005/07/29,chancay,daniel90@yahoo.com
1804,universidad nacional de jujuy,diseño de imagen y sonido,2021/01/26,james kim,m,1931/06/08,banda florida,kristopher12@hotmail.com
1805,universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/26,angela williams,f,1925/09/14,juan vela,christophergibson@hotmail.com
1806,universidad nacional de jujuy,contador público ,2021/01/26,rebecca collins,f,1933/02/26,aldea brasilera,glenn22@yahoo.com
1807,universidad nacional de jujuy,agronomía,2021/01/26,nicole wyatt,f,1969/02/14,libano,donald13@hotmail.com
1808,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/26,dr. daniel kennedy,m,1974/11/22,corbett,heberteric@hotmail.com
1809,universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/26,ashley hanson,f,2016/01/08,aguara,whitemelinda@gmail.com
1810,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/26,alex warner,m,1906/11/20,rio tala,ulowe@yahoo.com
1811,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/26,tammy ortiz,f,1932/03/08,agua colorada,johnsondouglas@hotmail.com
1812,universidad nacional de jujuy,medicina,2021/01/26,shawn carroll dds,m,1981/04/18,barrio emir ramon juarez,dspencer@yahoo.com
1813,universidad nacional de jujuy,licenciatura en administración ,2021/01/26,briana oconnell,f,1992/01/04,acaragua,zjackson@hotmail.com
1814,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/27,george bryan,m,2003/07/19,eduardo costa,dillonmelissa@gmail.com
1815,universidad nacional de jujuy,licenciatura en ciencias biológicas,2021/01/27,katie baker,f,1971/10/17,arrechea,martinmark@yahoo.com
1816,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021/01/27,edward fernandez,m,1942/11/11,carbometal,lance96@gmail.com
1817,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/27,rebecca hudson,f,1908/12/20,alejandro korn,alexandraalexander@hotmail.com
1818,universidad nacional de jujuy,ingeniería electrónica,2021/01/27,michele herrera,f,1964/12/06,trujui,scottsanders@yahoo.com
1819,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021/01/27,alexandra davis,f,1918/08/13,estacion uspallata,julian20@gmail.com
1820,universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/27,francis long,m,1985/07/22,algarrobo verde,nathan17@hotmail.com
1821,universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/27,lisa clark,f,1967/05/25,agua y energia,riverakelly@gmail.com
